shipment_id,carrier,ship_date,status,origin,destination,freight_cost,Expected Delivery Date,Delivered_Date,delay_days
SHO5602,FEDEX,05/31/2026,Delivered,Pune,Hyderabad,419.57,05/06/2026,NULL,NULL
SHO5603,DHL,,Pending,Bangalore,Mumbai,215.05,NULL,NULL,NULL
SHO5606,DHL,,Accepted,Pune,Delhi,-4.74,03/01/2025,NULL,NULL
SHO5607,DHL,07/10/2025,In Transit,Chennai,Hyderabad,-5.24,NULL,NULL,NULL
SHO5608,FEDEX,,In Transit,Chennai,Mumbai,-78.21,NULL,NULL,NULL
SHO5610,FEDEX,,In Transit,Pune,Bangalore,-15.6,06/01/2025,NULL,NULL
SHO5613,FEDEX,03/14/2025,Delivered,Bangalore,Delhi,-44.38,NULL,NULL,NULL
SHO5614,FEDEX,09/14/2025,Delayed,Bangalore,Pune,-20.99,09/21/2025,NULL,NULL
SHO5615,DHL,,In Transit,Pune,Hyderabad,-76.29,05/13/2026,NULL,NULL
SHO5618,FEDEX,,Delayed,Bangalore,Pune,-71.6,NULL,07/31/2024,NULL
SHO5619,BLUEDART,12/16/2025,Accepted,Hyderabad,Bangalore,-21.04,12/19/2025,NULL,NULL
SHO5620,FEDEX,10/02/2025,Delayed,Hyderabad,Delhi,325.47,02/14/2025,02/21/2025,NULL
SHO5621,BLUEDART,,In Transit,Bangalore,Delhi,433.02,04/29/2026,NULL,NULL
SHO5622,DHL,02/26/2024,In Transit,Delhi,Bangalore,-63.96,02/03/2024,NULL,NULL
SHO5624,DHL,,Delayed,Pune,Mumbai,98.61,05/06/2025,05/09/2025,NULL
SHO5625,DHL,10/21/2025,Delivered,Mumbai,Pune,-28.42,10/24/2025,10/26/2025,2
SHO5626,FEDEX,04/03/2025,Accepted,Bangalore,Chennai,133.13,03/07/2025,03/15/2025,NULL
SHO5627,FEDEX,07/30/2024,Delayed,Bangalore,Chennai,-71.31,03/08/2024,08/08/2024,NULL
SHO5630,DHL,,Delayed,Pune,Mumbai,395.4,06/28/2024,05/07/2024,NULL
SHO5632,DHL,,In Transit,Pune,Mumbai,72.27,06/07/2024,NULL,NULL
SHO5633,FEDEX,,Pending,Chennai,Hyderabad,167.09,NULL,NULL,NULL
SHO5634,FEDEX,,Delivered,Mumbai,Bangalore,466.28,10/21/2025,10/24/2025,3
SHO5635,FEDEX,06/02/2025,In Transit,Delhi,Pune,465.1,02/13/2025,NULL,NULL
SHO5638,FEDEX,,Pending,Bangalore,Mumbai,-41.14,NULL,NULL,NULL
SHO5639,DHL,02/03/2026,UNKNOWN,Chennai,Bangalore,125.99,06/03/2026,NULL,NULL
,BLUEDART,10/24/2024,In Transit,Mumbai,Delhi,368.89,NULL,NULL,NULL
SHO5641,FEDEX,,Delivered,Mumbai,Bangalore,334.13,NULL,NULL,NULL
SHO5642,DHL,,Delayed,Hyderabad,Bangalore,-11.79,07/15/2024,NULL,NULL
SHO5643,FEDEX,,Pending,Chennai,Mumbai,35.27,11/22/2025,NULL,NULL
SHO5645,FEDEX,04/19/2026,Delayed,Bangalore,Hyderabad,319.35,04/24/2026,01/05/2026,NULL
SHO5646,BLUEDART,,Delayed,Bangalore,Delhi,NULL,02/18/2024,NULL,NULL
SHO5648,DHL,,Delayed,Hyderabad,Pune,364.84,07/07/2025,07/10/2025,NULL
SHO5649,DHL,09/07/2025,Delivered,Delhi,Chennai,-0.93,07/16/2025,07/14/2025,0
SHO5650,BLUEDART,,Pending,Pune,Hyderabad,278.52,01/06/2026,NULL,NULL
SHO5651,BLUEDART,05/04/2025,Accepted,Bangalore,Mumbai,-47.41,04/12/2025,NULL,NULL
SHO5653,FEDEX,,Pending,Mumbai,Chennai,60.92,06/09/2025,NULL,NULL
SHO5655,FEDEX,09/19/2025,Delayed,Bangalore,Pune,-29.05,NULL,09/26/2025,NULL
SHO5659,BLUEDART,,In Transit,Mumbai,Hyderabad,482.15,NULL,NULL,NULL
SHO5661,BLUEDART,11/02/2026,Accepted,Chennai,Bangalore,23.46,02/17/2026,NULL,NULL
SHO5662,DHL,02/13/2026,Accepted,Pune,Hyderabad,-71.96,02/19/2026,NULL,NULL
SHO5663,BLUEDART,02/01/2026,Delayed,Chennai,Pune,10.09,01/04/2026,01/09/2026,NULL
SHO5666,BLUEDART,,In Transit,Hyderabad,Chennai,134.99,11/30/2025,NULL,NULL
SHO5667,DHL,09/10/2025,Delayed,Bangalore,Mumbai,NULL,12/09/2025,NULL,NULL
SHO5668,DHL,03/30/2025,In Transit,Pune,Delhi,148.18,01/04/2025,NULL,NULL
,BLUEDART,09/30/2025,UNKNOWN,Pune,Hyderabad,456.7,10/06/2025,NULL,NULL
SHO5672,FEDEX,,Delayed,Mumbai,Hyderabad,416.71,03/23/2025,04/01/2025,NULL
SHO5674,BLUEDART,,UNKNOWN,Hyderabad,Chennai,254.12,06/28/2024,NULL,NULL
SHO5675,BLUEDART,,Delivered,Delhi,Mumbai,22.47,NULL,NULL,NULL
SHO5678,DHL,,Accepted,Bangalore,Pune,167.85,04/07/2026,NULL,NULL
SHO5679,BLUEDART,,Delayed,Delhi,Chennai,57.12,03/01/2026,06/03/2026,NULL
SHO5680,BLUEDART,,Delayed,Hyderabad,Delhi,246.28,NULL,12/19/2024,NULL
SHO5683,FEDEX,01/14/2024,In Transit,Hyderabad,Mumbai,-43.86,NULL,NULL,NULL
SHO5684,FEDEX,,In Transit,Delhi,Mumbai,103.23,06/27/2024,NULL,NULL
SHO5686,FEDEX,,Pending,Mumbai,Chennai,181.37,06/24/2024,NULL,NULL
SHO5687,FEDEX,06/15/2025,Delivered,Hyderabad,Mumbai,137.29,06/19/2025,NULL,NULL
SHO5688,BLUEDART,,UNKNOWN,Mumbai,Bangalore,234.23,NULL,06/23/2026,NULL
SHO5691,DHL,07/06/2024,UNKNOWN,Chennai,Pune,439.41,07/08/2024,07/18/2024,NULL
SHO5692,FEDEX,03/18/2026,Delivered,Hyderabad,Chennai,95.81,NULL,NULL,NULL
SHO5694,DHL,04/17/2025,Delayed,Bangalore,Chennai,-60.85,04/19/2025,04/24/2025,NULL
SHO5695,DHL,,Accepted,Chennai,Delhi,471.04,NULL,NULL,NULL
SHO5697,FEDEX,,Delayed,Bangalore,Chennai,-20.49,05/13/2026,NULL,NULL
SHO5698,BLUEDART,10/04/2025,Delivered,Delhi,Bangalore,-8.27,NULL,NULL,NULL
SHO5699,BLUEDART,04/17/2024,Delivered,Bangalore,Chennai,44.63,NULL,04/18/2024,NULL
SHO5700,DHL,04/26/2024,Delayed,Hyderabad,Mumbai,27.01,05/02/2024,03/05/2024,NULL
SHO5702,FEDEX,,Pending,Hyderabad,Delhi,299.49,02/18/2025,NULL,NULL
SHO5705,DHL,,Delivered,Bangalore,Delhi,96.31,02/06/2024,06/06/2024,121
SHO5707,DHL,,Accepted,Delhi,Bangalore,199.07,06/18/2026,NULL,NULL
SHO5708,BLUEDART,,Accepted,Mumbai,Pune,48.96,03/19/2024,NULL,NULL
SHO5713,FEDEX,,Delayed,Chennai,Mumbai,317.94,12/20/2024,12/30/2024,NULL
SHO5714,DHL,,Delayed,Mumbai,Hyderabad,-39.15,02/03/2026,NULL,NULL
SHO5715,BLUEDART,,Pending,Bangalore,Hyderabad,112.76,09/07/2024,NULL,NULL
SHO5716,BLUEDART,,Delayed,Pune,Chennai,101.9,12/22/2024,12/26/2024,NULL
SHO5719,DHL,,Delayed,Chennai,Bangalore,265.24,04/01/2026,09/04/2026,NULL
SHO5721,BLUEDART,,In Transit,Pune,Delhi,294.43,02/21/2025,NULL,NULL
SHO5724,DHL,11/27/2024,Pending,Pune,Delhi,-53.8,12/02/2024,NULL,NULL
SHO5726,DHL,,In Transit,Mumbai,Hyderabad,-30.16,03/24/2026,NULL,NULL
SHO5727,BLUEDART,02/28/2026,In Transit,Chennai,Mumbai,-39.71,03/04/2026,NULL,NULL
SHO5728,FEDEX,12/04/2025,Delivered,Pune,Chennai,-64.0,04/14/2025,NULL,NULL
,FEDEX,,Pending,Chennai,Bangalore,239.18,NULL,NULL,NULL
SHO5730,DHL,,In Transit,Bangalore,Delhi,375.89,NULL,NULL,NULL
SHO5731,DHL,09/17/2025,UNKNOWN,Chennai,Bangalore,469.54,09/23/2025,NULL,NULL
SHO5734,DHL,,In Transit,Delhi,Hyderabad,498.4,NULL,NULL,NULL
SHO5735,DHL,,Delivered,Bangalore,Pune,215.62,NULL,04/26/2024,NULL
SHO5736,BLUEDART,,Delayed,Mumbai,Hyderabad,54.98,09/17/2025,09/19/2025,NULL
SHO5737,FEDEX,03/25/2025,In Transit,Hyderabad,Delhi,-37.69,03/30/2025,NULL,NULL
SHO5739,DHL,,Delayed,Chennai,Hyderabad,337.52,12/08/2024,12/17/2024,NULL
SHO5744,DHL,,Delayed,Mumbai,Chennai,290.04,04/07/2026,NULL,NULL
SHO5745,BLUEDART,,Pending,Mumbai,Delhi,239.75,NULL,NULL,NULL
SHO5746,DHL,05/04/2024,Delayed,Chennai,Mumbai,164.7,NULL,04/14/2024,NULL
,FEDEX,,In Transit,Mumbai,Delhi,409.44,08/22/2025,NULL,NULL
SHO5748,FEDEX,,Delivered,Bangalore,Hyderabad,345.51,10/15/2024,NULL,NULL
SHO5750,DHL,06/17/2026,Delivered,Delhi,Chennai,123.82,06/23/2026,NULL,NULL
,BLUEDART,,Pending,Delhi,Pune,348.51,04/02/2026,NULL,NULL
,BLUEDART,04/25/2024,In Transit,Chennai,Bangalore,265.4,01/05/2024,NULL,NULL
SHO5756,BLUEDART,05/02/2024,In Transit,Bangalore,Hyderabad,39.83,02/07/2024,NULL,NULL
SHO5757,BLUEDART,08/12/2025,Delivered,Bangalore,Mumbai,26.17,NULL,NULL,NULL
SHO5758,BLUEDART,07/01/2025,Pending,Delhi,Chennai,362.0,01/13/2025,NULL,NULL
SHO5759,BLUEDART,,In Transit,Bangalore,Pune,-56.32,10/02/2025,NULL,NULL
SHO5760,DHL,02/22/2024,UNKNOWN,Delhi,Bangalore,236.79,02/25/2024,NULL,NULL
SHO5764,DHL,06/05/2024,Delayed,Chennai,Pune,-14.29,06/07/2024,06/08/2024,NULL
SHO5765,BLUEDART,,Delivered,Mumbai,Pune,13.7,05/21/2024,05/21/2024,0
,DHL,08/03/2026,Delayed,Chennai,Hyderabad,NULL,NULL,03/11/2026,NULL
SHO5768,BLUEDART,,Delayed,Hyderabad,Mumbai,367.13,NULL,01/12/2025,NULL
SHO5769,BLUEDART,,Pending,Bangalore,Chennai,9.9,NULL,NULL,NULL
SHO5772,FEDEX,03/26/2025,Delivered,Hyderabad,Mumbai,107.72,NULL,04/04/2025,NULL
SHO5775,DHL,,Accepted,Bangalore,Mumbai,-71.12,09/20/2025,NULL,NULL
SHO5776,FEDEX,10/11/2024,Delivered,Mumbai,Hyderabad,438.69,11/14/2024,NULL,NULL
SHO5777,DHL,,Delivered,Pune,Hyderabad,448.55,NULL,01/09/2024,NULL
SHO5778,DHL,06/13/2026,Delivered,Mumbai,Chennai,239.7,NULL,06/13/2026,NULL
SHO5779,DHL,03/31/2026,Delivered,Mumbai,Delhi,-8.75,NULL,04/03/2026,NULL
SHO5781,FEDEX,,Pending,Bangalore,Pune,78.0,06/09/2026,NULL,NULL
SHO5783,DHL,,Accepted,Hyderabad,Chennai,-12.93,07/25/2024,NULL,NULL
SHO5789,FEDEX,,In Transit,Chennai,Hyderabad,10.81,03/24/2025,NULL,NULL
SHO5791,BLUEDART,,In Transit,Bangalore,Pune,324.29,NULL,NULL,NULL
SHO5793,DHL,11/05/2024,Delayed,Pune,Delhi,54.3,05/13/2024,05/23/2024,NULL
,DHL,,UNKNOWN,Mumbai,Hyderabad,211.35,03/26/2026,03/27/2026,NULL
,DHL,,In Transit,Pune,Bangalore,176.75,NULL,NULL,NULL
,BLUEDART,,Pending,Pune,Mumbai,357.0,05/28/2026,NULL,NULL
SHO5798,DHL,,Delayed,Pune,Chennai,377.5,05/15/2025,05/18/2025,NULL
SHO5800,DHL,,In Transit,Delhi,Bangalore,373.08,03/28/2024,NULL,NULL
SHO5805,DHL,,UNKNOWN,Delhi,Mumbai,479.64,12/01/2024,NULL,NULL
SHO5807,DHL,04/24/2026,Delayed,Delhi,Chennai,-30.71,04/27/2026,NULL,NULL
SHO5808,BLUEDART,04/23/2025,Delivered,Chennai,Mumbai,7.95,NULL,04/29/2025,NULL
SHO5809,FEDEX,04/07/2025,Delivered,Delhi,Bangalore,334.09,04/13/2025,NULL,NULL
SHO5815,FEDEX,,Delayed,Hyderabad,Mumbai,6.92,NULL,01/19/2026,NULL
SHO5817,BLUEDART,,Accepted,Chennai,Pune,-22.25,03/02/2026,NULL,NULL
SHO5823,BLUEDART,09/26/2025,Delivered,Chennai,Pune,-34.01,01/10/2025,NULL,NULL
SHO5824,BLUEDART,09/28/2024,Delivered,Pune,Hyderabad,-63.48,10/04/2024,03/10/2024,0
SHO5828,BLUEDART,07/24/2025,Delayed,Delhi,Bangalore,NULL,NULL,02/08/2025,NULL
,FEDEX,,Pending,Delhi,Mumbai,NULL,08/05/2025,NULL,NULL
SHO5830,BLUEDART,,Accepted,Bangalore,Chennai,293.73,NULL,NULL,NULL
SHO5831,DHL,,Pending,Mumbai,Chennai,NULL,NULL,NULL,NULL
SHO5833,DHL,06/29/2025,In Transit,Pune,Delhi,201.57,06/07/2025,NULL,NULL
SHO5834,DHL,06/28/2025,Pending,Delhi,Chennai,1.5,02/07/2025,NULL,NULL
SHO5835,DHL,07/22/2025,Delivered,Chennai,Hyderabad,NULL,NULL,NULL,NULL
SHO5836,DHL,09/08/2025,Delayed,Delhi,Mumbai,294.36,NULL,08/17/2025,NULL
SHO5837,FEDEX,,Delayed,Hyderabad,Delhi,127.62,NULL,02/01/2026,NULL
SHO5839,FEDEX,,Delayed,Chennai,Hyderabad,NULL,NULL,06/23/2024,NULL
SHO5840,FEDEX,01/23/2026,Delivered,Delhi,Bangalore,-14.6,01/29/2026,NULL,NULL
SHO5841,DHL,05/10/2025,UNKNOWN,Delhi,Mumbai,92.88,05/13/2025,05/17/2025,NULL
SHO5842,DHL,07/08/2025,UNKNOWN,Pune,Bangalore,63.2,08/14/2025,NULL,NULL
SHO5843,BLUEDART,,In Transit,Chennai,Mumbai,355.17,05/07/2024,NULL,NULL
SHO5844,DHL,,Accepted,Hyderabad,Bangalore,105.67,05/10/2025,NULL,NULL
SHO5845,BLUEDART,,Pending,Pune,Chennai,-7.69,NULL,NULL,NULL
,BLUEDART,05/08/2024,Accepted,Pune,Delhi,295.58,NULL,NULL,NULL
,DHL,07/22/2025,Delivered,Bangalore,Pune,119.1,NULL,07/29/2025,NULL
SHO5851,BLUEDART,,Accepted,Bangalore,Mumbai,391.91,03/20/2026,NULL,NULL
SHO5855,FEDEX,06/11/2025,Pending,Delhi,Bangalore,NULL,12/11/2025,NULL,NULL
SHO5857,BLUEDART,08/29/2024,Delayed,Pune,Bangalore,431.14,09/01/2024,07/09/2024,NULL
SHO5859,BLUEDART,,Pending,Delhi,Mumbai,289.27,01/22/2025,NULL,NULL
SHO5861,DHL,01/31/2024,Delivered,Pune,Mumbai,168.19,NULL,05/02/2024,NULL
SHO5868,BLUEDART,,Delivered,Bangalore,Chennai,134.23,11/28/2024,12/01/2024,3
SHO5869,BLUEDART,,Delayed,Bangalore,Delhi,89.98,06/24/2024,06/26/2024,NULL
SHO5870,DHL,03/18/2026,In Transit,Hyderabad,Delhi,-19.51,03/21/2026,NULL,NULL
SHO5872,BLUEDART,01/20/2025,Delivered,Bangalore,Chennai,477.88,NULL,NULL,NULL
SHO5873,BLUEDART,,Delayed,Pune,Delhi,30.34,07/01/2024,NULL,NULL
SHO5875,DHL,03/13/2024,Delivered,Hyderabad,Chennai,125.06,NULL,NULL,NULL
SHO5882,DHL,03/02/2025,Pending,Bangalore,Pune,NULL,NULL,NULL,NULL
SHO5885,DHL,,Pending,Pune,Hyderabad,431.46,10/03/2026,NULL,NULL
SHO5886,FEDEX,,Pending,Delhi,Bangalore,142.99,NULL,NULL,NULL
SHO5887,DHL,06/20/2025,Delivered,Chennai,Delhi,24.85,06/24/2025,NULL,NULL
SHO5889,FEDEX,,Pending,Bangalore,Chennai,99.79,NULL,NULL,NULL
SHO5890,BLUEDART,02/05/2026,Accepted,Mumbai,Pune,-57.33,05/09/2026,05/12/2026,NULL
SHO5893,DHL,,In Transit,Bangalore,Hyderabad,362.28,03/25/2025,NULL,NULL
SHO5895,DHL,01/12/2025,Delivered,Chennai,Pune,-40.88,NULL,01/20/2025,NULL
SHO5896,FEDEX,11/02/2024,Delivered,Delhi,Hyderabad,379.87,09/11/2024,NULL,NULL
SHO5897,FEDEX,07/30/2025,Delayed,Mumbai,Hyderabad,175.86,05/08/2025,08/13/2025,NULL
SHO5900,FEDEX,,Pending,Hyderabad,Chennai,195.07,05/01/2025,NULL,NULL
SHO5902,FEDEX,06/03/2024,In Transit,Delhi,Bangalore,-39.79,NULL,NULL,NULL
SHO5903,DHL,12/04/2024,Pending,Delhi,Hyderabad,-2.02,NULL,NULL,NULL
,DHL,,In Transit,Chennai,Hyderabad,69.03,NULL,NULL,NULL
SHO5907,DHL,,Pending,Chennai,Delhi,53.28,NULL,NULL,NULL
SHO5909,BLUEDART,,Delayed,Delhi,Mumbai,259.99,01/02/2025,02/09/2025,NULL
SHO5912,DHL,12/12/2024,Pending,Chennai,Bangalore,NULL,12/19/2024,NULL,NULL
SHO5914,FEDEX,03/20/2025,Delayed,Hyderabad,Pune,-5.66,03/26/2025,04/02/2025,NULL
SHO5916,DHL,,In Transit,Mumbai,Pune,304.71,05/16/2026,NULL,NULL
SHO5917,DHL,,Pending,Chennai,Pune,60.67,NULL,NULL,NULL
SHO5918,FEDEX,,Pending,Hyderabad,Pune,135.02,02/02/2025,NULL,NULL
SHO5920,BLUEDART,03/08/2026,Delivered,Chennai,Mumbai,461.92,NULL,03/15/2026,NULL
SHO5921,FEDEX,,In Transit,Chennai,Mumbai,233.65,06/22/2025,NULL,NULL
SHO5922,BLUEDART,,Delivered,Hyderabad,Delhi,-20.37,09/18/2024,NULL,NULL
SHO5923,BLUEDART,07/09/2024,UNKNOWN,Bangalore,Mumbai,-24.05,12/07/2024,07/20/2024,NULL
,BLUEDART,,In Transit,Hyderabad,Delhi,8.38,07/31/2025,NULL,NULL
SHO5926,DHL,,Pending,Hyderabad,Pune,178.6,06/28/2024,NULL,NULL
SHO5927,DHL,06/03/2026,Delayed,Chennai,Hyderabad,NULL,NULL,03/16/2026,NULL
,FEDEX,01/29/2025,In Transit,Pune,Mumbai,251.25,02/02/2025,NULL,NULL
SHO5929,DHL,10/31/2025,Delayed,Hyderabad,Delhi,38.69,04/11/2025,07/11/2025,NULL
SHO5934,FEDEX,,Delivered,Hyderabad,Mumbai,387.6,04/23/2024,NULL,NULL
SHO5935,FEDEX,02/25/2024,Delivered,Delhi,Hyderabad,339.35,01/03/2024,03/03/2024,60
SHO5936,DHL,,Delivered,Delhi,Pune,244.31,NULL,NULL,NULL
SHO5937,BLUEDART,12/15/2024,UNKNOWN,Mumbai,Chennai,45.67,12/17/2024,NULL,NULL
SHO5942,FEDEX,,Pending,Delhi,Bangalore,97.31,08/24/2024,NULL,NULL
SHO5943,BLUEDART,09/06/2025,Delivered,Chennai,Hyderabad,477.44,06/16/2025,06/18/2025,2
SHO5944,DHL,,Pending,Chennai,Bangalore,-62.92,11/08/2024,NULL,NULL
SHO5945,BLUEDART,,Delivered,Mumbai,Delhi,204.09,04/30/2025,NULL,NULL
SHO5946,BLUEDART,,Accepted,Bangalore,Pune,320.55,06/21/2024,NULL,NULL
SHO5948,FEDEX,,In Transit,Hyderabad,Pune,437.23,NULL,NULL,NULL
,FEDEX,,Accepted,Pune,Bangalore,179.48,01/05/2024,NULL,NULL
SHO5952,BLUEDART,02/24/2026,Delivered,Pune,Delhi,-46.77,03/03/2026,03/03/2026,0
SHO5957,DHL,,Delayed,Hyderabad,Mumbai,274.68,NULL,NULL,NULL
,BLUEDART,02/26/2026,In Transit,Mumbai,Hyderabad,150.85,03/05/2026,NULL,NULL
SHO5960,BLUEDART,07/09/2025,Delivered,Mumbai,Hyderabad,-30.58,07/13/2025,NULL,NULL
SHO5961,BLUEDART,06/04/2025,In Transit,Bangalore,Delhi,NULL,08/06/2025,NULL,NULL
SHO5962,DHL,08/24/2025,Delivered,Delhi,Pune,123.31,NULL,08/25/2025,NULL
SHO5964,BLUEDART,,Delayed,Hyderabad,Mumbai,50.76,NULL,01/27/2024,NULL
SHO5965,DHL,01/23/2026,Delivered,Bangalore,Chennai,128.08,NULL,01/30/2026,NULL
SHO5966,DHL,,Delivered,Bangalore,Chennai,15.86,06/09/2025,06/12/2025,3
SHO5967,FEDEX,02/17/2026,UNKNOWN,Pune,Hyderabad,-77.28,NULL,02/24/2026,NULL
SHO5969,BLUEDART,08/18/2025,Delivered,Bangalore,Hyderabad,391.3,NULL,NULL,NULL
SHO5971,DHL,05/11/2025,Delivered,Delhi,Mumbai,-44.61,NULL,NULL,NULL
,DHL,,In Transit,Hyderabad,Pune,284.05,NULL,NULL,NULL
SHO5974,DHL,01/27/2024,Delayed,Hyderabad,Chennai,475.97,01/02/2024,02/10/2024,NULL
,DHL,,Accepted,Hyderabad,Chennai,321.63,03/09/2024,NULL,NULL
SHO5976,FEDEX,09/03/2024,In Transit,Hyderabad,Bangalore,268.06,03/14/2024,NULL,NULL
SHO5977,DHL,11/26/2025,UNKNOWN,Chennai,Hyderabad,-60.94,NULL,NULL,NULL
SHO5979,FEDEX,03/30/2026,UNKNOWN,Chennai,Bangalore,170.42,05/04/2026,NULL,NULL
SHO5980,FEDEX,,Pending,Hyderabad,Mumbai,257.79,04/10/2025,NULL,NULL
SHO5983,DHL,,Delivered,Chennai,Hyderabad,-19.45,08/09/2024,07/09/2024,0
SHO5984,BLUEDART,,In Transit,Delhi,Hyderabad,-18.97,07/25/2024,NULL,NULL
SHO5988,DHL,09/19/2024,UNKNOWN,Hyderabad,Delhi,140.87,NULL,NULL,NULL
SHO5991,DHL,09/24/2024,In Transit,Delhi,Pune,-33.82,09/29/2024,NULL,NULL
SHO5994,DHL,12/31/2025,Accepted,Delhi,Chennai,-34.75,01/03/2026,NULL,NULL
SHO5996,FEDEX,,Delivered,Delhi,Bangalore,164.71,NULL,NULL,NULL
SHO5997,BLUEDART,,Accepted,Hyderabad,Pune,-64.25,07/01/2024,NULL,NULL
SHO5998,BLUEDART,,Accepted,Mumbai,Delhi,289.09,04/03/2025,NULL,NULL
SHO5999,DHL,10/29/2025,In Transit,Hyderabad,Chennai,NULL,11/05/2025,NULL,NULL
SHO6000,DHL,,Accepted,Bangalore,Chennai,282.41,NULL,NULL,NULL
SHO6001,FEDEX,08/28/2025,Delayed,Chennai,Delhi,434.54,NULL,03/09/2025,NULL
SHO6002,BLUEDART,,In Transit,Chennai,Delhi,-56.29,NULL,NULL,NULL
SHO6004,BLUEDART,,Delivered,Mumbai,Delhi,380.35,NULL,05/24/2026,NULL
SHO6005,DHL,,In Transit,Bangalore,Delhi,323.45,05/23/2025,NULL,NULL
SHO6006,FEDEX,,In Transit,Chennai,Hyderabad,NULL,NULL,NULL,NULL
SHO6007,BLUEDART,,Accepted,Chennai,Mumbai,389.81,02/02/2026,11/02/2026,NULL
SHO6008,FEDEX,04/01/2025,UNKNOWN,Chennai,Bangalore,-61.43,08/01/2025,NULL,NULL
SHO6009,BLUEDART,,In Transit,Pune,Hyderabad,42.58,05/10/2025,NULL,NULL
SHO6010,FEDEX,02/26/2026,Pending,Pune,Delhi,NULL,03/04/2026,NULL,NULL
SHO6012,DHL,05/28/2025,Delivered,Delhi,Hyderabad,134.68,05/31/2025,NULL,NULL
SHO6013,BLUEDART,,In Transit,Chennai,Mumbai,9.68,12/03/2024,NULL,NULL
SHO6014,FEDEX,,Accepted,Mumbai,Chennai,-7.74,NULL,NULL,NULL
SHO6016,FEDEX,,In Transit,Pune,Delhi,245.36,02/12/2024,NULL,NULL
SHO6019,BLUEDART,04/18/2024,Pending,Bangalore,Hyderabad,NULL,NULL,NULL,NULL
SHO6020,BLUEDART,,In Transit,Delhi,Chennai,453.79,09/15/2025,NULL,NULL
SHO6021,FEDEX,,UNKNOWN,Chennai,Bangalore,NULL,03/04/2026,NULL,NULL
,DHL,,Pending,Chennai,Mumbai,311.44,07/04/2026,NULL,NULL
,BLUEDART,04/09/2024,Delayed,Bangalore,Pune,329.28,04/12/2024,04/18/2024,NULL
SHO6025,DHL,,Pending,Delhi,Chennai,177.26,NULL,NULL,NULL
SHO6026,BLUEDART,06/18/2024,Delivered,Mumbai,Chennai,370.62,NULL,06/23/2024,NULL
SHO6028,BLUEDART,11/06/2025,In Transit,Chennai,Mumbai,229.91,06/17/2025,NULL,NULL
SHO6031,BLUEDART,12/12/2024,Delivered,Hyderabad,Bangalore,220.28,NULL,NULL,NULL
SHO6033,FEDEX,,Delayed,Pune,Chennai,-6.81,NULL,05/30/2025,NULL
,FEDEX,,Delivered,Bangalore,Mumbai,32.34,03/24/2024,03/22/2024,0
SHO6040,DHL,09/04/2024,Delivered,Hyderabad,Bangalore,400.02,09/07/2024,06/09/2024,0
SHO6043,DHL,,Delivered,Chennai,Hyderabad,168.45,02/25/2026,NULL,NULL
SHO6044,BLUEDART,,In Transit,Bangalore,Pune,-25.46,06/03/2025,NULL,NULL
SHO6045,DHL,,Pending,Bangalore,Chennai,465.49,03/22/2025,NULL,NULL
SHO6048,DHL,04/20/2024,Delivered,Hyderabad,Delhi,373.3,NULL,NULL,NULL
SHO6049,FEDEX,01/16/2025,Delivered,Chennai,Delhi,326.66,01/20/2025,NULL,NULL
SHO6050,BLUEDART,09/25/2024,Delivered,Chennai,Mumbai,NULL,02/10/2024,10/07/2024,240
SHO6051,DHL,,Delayed,Pune,Hyderabad,258.35,NULL,NULL,NULL
SHO6052,BLUEDART,,In Transit,Pune,Delhi,-24.8,01/11/2024,NULL,NULL
SHO6055,BLUEDART,,Delayed,Bangalore,Mumbai,-48.22,04/01/2024,09/01/2024,NULL
SHO6056,FEDEX,,Delivered,Mumbai,Delhi,NULL,06/18/2024,06/19/2024,1
,BLUEDART,02/17/2025,Accepted,Bangalore,Pune,323.34,02/19/2025,NULL,NULL
SHO6060,FEDEX,08/23/2025,Delivered,Pune,Delhi,-4.69,NULL,08/26/2025,NULL
SHO6064,BLUEDART,09/18/2024,Delivered,Pune,Delhi,429.33,NULL,09/28/2024,NULL
SHO6066,DHL,,Accepted,Bangalore,Pune,298.1,01/07/2026,NULL,NULL
SHO6067,BLUEDART,,Pending,Delhi,Mumbai,-16.23,NULL,NULL,NULL
SHO6070,DHL,08/27/2024,In Transit,Chennai,Hyderabad,-42.93,09/01/2024,NULL,NULL
SHO6071,BLUEDART,,Delayed,Delhi,Chennai,194.48,07/24/2025,07/30/2025,NULL
SHO6072,FEDEX,,Accepted,Mumbai,Pune,145.89,09/06/2025,NULL,NULL
SHO6076,BLUEDART,,In Transit,Hyderabad,Delhi,470.66,04/27/2025,NULL,NULL
SHO6077,DHL,,Accepted,Bangalore,Delhi,-27.6,10/02/2026,NULL,NULL
SHO6078,DHL,,Delivered,Chennai,Mumbai,74.05,02/20/2024,NULL,NULL
,FEDEX,,Accepted,Pune,Chennai,245.7,04/23/2024,NULL,NULL
SHO6080,BLUEDART,,Pending,Chennai,Hyderabad,NULL,11/16/2024,NULL,NULL
SHO6081,BLUEDART,,Pending,Chennai,Bangalore,465.8,03/29/2024,NULL,NULL
SHO6085,FEDEX,05/12/2026,In Transit,Delhi,Mumbai,NULL,05/15/2026,NULL,NULL
SHO6086,BLUEDART,07/13/2024,Delivered,Mumbai,Delhi,120.01,NULL,07/17/2024,NULL
