shipment_id,carrier,ship_date,status,origin,destination,freight_cost,Expected Delivery Date,Delivered Date,delay_days
SHO4735,BLUEDART,24/06/2025,In Transit,Bangalore,Delhi,213.48,26/06/2025,,
SHO4738,BLUEDART,30/06/2026,Delayed,Chennai,Mumbai,453.1,05/07/2026,15/07/2026,
SHO4741,FEDEX,28/01/2026,Accepted,Hyderabad,Bangalore,413.6,31/01/2026,,
SHO4746,BLUEDART,11/04/2025,In Transit,Chennai,Bangalore,186.84,17/04/2025,,
SHO4747,DHL,22/05/2025,Accepted,Mumbai,Pune,499.28,25/05/2025,,
SHO4748,DHL,22/11/2025,Pending,Pune,Hyderabad,12.91,24/11/2025,,
SHO4753,BLUEDART,24/09/2024,Accepted,Mumbai,Bangalore,323.86,01/10/2024,,
SHO4754,FEDEX,21/03/2024,In Transit,Chennai,Hyderabad,111.38,26/03/2024,,
SHO4755,FEDEX,06/03/2025,Delayed,Delhi,Bangalore,224.98,06/09/2025,13/06/2025,
SHO4757,DHL,11/10/2024,In Transit,Delhi,Mumbai,79.26,13/11/2024,,
SHO4760,BLUEDART,21/06/2025,Pending,Chennai,Hyderabad,186.24,24/06/2025,,
SHO4762,FEDEX,12/07/2025,Delayed,Mumbai,Pune,367.79,16/07/2025,19/07/2025,
SHO4767,FEDEX,12/07/2024,In Transit,Pune,Delhi,159.37,18/07/2024,,
SHO4771,BLUEDART,25/04/2025,Delayed,Bangalore,Delhi,15.83,27/04/2025,05/05/2025,
SHO4772,BLUEDART,15/10/2025,Pending,Chennai,Mumbai,147.22,20/10/2025,,
SHO4773,FEDEX,22/02/2024,In Transit,Chennai,Bangalore,211.22,26/02/2024,,
SHO4774,DHL,18/06/2025,Delayed,Pune,Bangalore,407.8,25/06/2025,30/06/2025,
SHO4778,DHL,09/02/2024,In Transit,Bangalore,Delhi,476.34,09/08/2024,,
SHO4780,FEDEX,17/08/2024,Delivered,Hyderabad,Delhi,202.08,19/08/2024,20/08/2024,1
SHO4782,BLUEDART,19/05/2024,Delayed,Hyderabad,Delhi,301.94,23/05/2024,,
SHO4784,FEDEX,13/10/2024,Delayed,Bangalore,Hyderabad,391.25,16/10/2024,26/10/2024,
SHO4785,BLUEDART,16/05/2025,Delivered,Hyderabad,Bangalore,71.81,22/05/2025,20/05/2025,0
SHO4787,DHL,29/06/2025,In Transit,Hyderabad,Mumbai,37.63,06/07/2025,,
SHO4790,FEDEX,01/03/2026,Delivered,Mumbai,Hyderabad,298.97,05/03/2026,08/03/2026,3
SHO4792,BLUEDART,10/07/2025,In Transit,Hyderabad,Delhi,369.3,10/09/2025,,
SHO4793,DHL,10/01/2025,Pending,Mumbai,Pune,483.56,10/05/2025,,
SHO4794,FEDEX,12/08/2025,Delayed,Chennai,Pune,282.49,16/08/2025,26/08/2025,
SHO4796,DHL,14/05/2026,In Transit,Bangalore,Pune,340.93,16/05/2026,,
SHO4801,DHL,14/11/2024,Accepted,Chennai,Pune,429.58,18/11/2024,,
SHO4803,FEDEX,28/02/2025,Delayed,Pune,Hyderabad,413.78,06/03/2025,,
SHO4804,BLUEDART,14/05/2026,In Transit,Mumbai,Chennai,309.01,17/05/2026,,
SHO4806,DHL,10/04/2026,Delayed,Mumbai,Chennai,33.71,13/04/2026,21/04/2026,
SHO4807,BLUEDART,17/06/2026,Accepted,Delhi,Bangalore,44.2,22/06/2026,,
SHO4809,DHL,17/03/2026,Pending,Pune,Delhi,276.48,23/03/2026,,
SHO4812,FEDEX,21/09/2024,In Transit,Pune,Chennai,95.04,23/09/2024,,
SHO4815,BLUEDART,15/03/2026,Delivered,Chennai,Delhi,259.72,20/03/2026,24/03/2026,4
SHO4820,FEDEX,09/01/2026,Delayed,Chennai,Pune,289.31,12/01/2026,14/01/2026,
SHO4823,FEDEX,02/05/2025,Accepted,Delhi,Mumbai,34.22,04/05/2025,,
SHO4827,BLUEDART,17/01/2024,Pending,Mumbai,Chennai,334.49,19/01/2024,,
SHO4829,BLUEDART,02/03/2025,Delivered,Chennai,Hyderabad,20.26,03/06/2025,09/03/2025,0
SHO4831,FEDEX,06/05/2024,In Transit,Chennai,Hyderabad,458.78,05/09/2024,,
SHO4833,BLUEDART,18/07/2025,Delayed,Chennai,Mumbai,110.16,24/07/2025,26/07/2025,
SHO4834,FEDEX,08/12/2025,Accepted,Bangalore,Chennai,165.68,15/12/2025,24/12/2025,
SHO4835,DHL,21/08/2025,Delivered,Delhi,Bangalore,173.97,25/08/2025,30/08/2025,5
SHO4838,DHL,28/06/2024,In Transit,Chennai,Pune,446.14,02/07/2024,,
SHO4841,FEDEX,16/01/2026,Pending,Chennai,Bangalore,88.97,22/01/2026,,
SHO4846,BLUEDART,02/07/2025,Pending,Chennai,Hyderabad,323.81,08/07/2025,,
SHO4848,BLUEDART,20/07/2024,Delayed,Chennai,Bangalore,355.43,23/07/2024,28/07/2024,
SHO4852,BLUEDART,06/05/2026,Delayed,Mumbai,Pune,233.13,12/05/2026,,
SHO4855,BLUEDART,25/11/2024,In Transit,Mumbai,Chennai,307.7,30/11/2024,,
SHO4857,DHL,18/12/2024,Accepted,Mumbai,Hyderabad,261.84,25/12/2024,,
SHO4858,DHL,01/02/2024,Pending,Bangalore,Pune,267.11,07/02/2024,,
SHO4863,FEDEX,10/12/2025,Accepted,Pune,Mumbai,334.29,15/12/2025,,
SHO4864,FEDEX,15/09/2025,Delivered,Mumbai,Bangalore,177.19,18/09/2025,23/09/2025,5
SHO4866,FEDEX,14/08/2025,Accepted,Chennai,Delhi,19.6,17/08/2025,,
SHO4869,BLUEDART,04/05/2024,Pending,Delhi,Pune,399.57,05/11/2024,,
SHO4871,FEDEX,21/10/2025,Pending,Bangalore,Mumbai,365.13,26/10/2025,,
SHO4873,BLUEDART,18/05/2026,In Transit,Chennai,Delhi,88.54,24/05/2026,,
SHO4875,FEDEX,29/07/2024,Delayed,Hyderabad,Pune,447.22,31/07/2024,06/08/2024,
SHO4879,FEDEX,10/07/2024,Delayed,Pune,Delhi,96.19,15/07/2024,19/07/2024,
SHO4880,FEDEX,06/06/2026,Delayed,Chennai,Bangalore,383.8,06/08/2026,12/06/2026,
SHO4882,BLUEDART,10/11/2025,Delivered,Hyderabad,Chennai,130.88,15/11/2025,13/11/2025,0
SHO4886,BLUEDART,13/04/2024,Delivered,Mumbai,Chennai,320.5,19/04/2024,19/04/2024,0
SHO4887,BLUEDART,28/08/2025,Pending,Chennai,Pune,434.72,04/09/2025,,
SHO4891,FEDEX,22/09/2024,Pending,Mumbai,Chennai,226.54,29/09/2024,,
SHO4898,DHL,18/01/2024,Pending,Delhi,Mumbai,112.55,23/01/2024,,
SHO4899,DHL,14/11/2024,Delayed,Chennai,Mumbai,411.89,21/11/2024,22/11/2024,
SHO4901,BLUEDART,30/06/2026,Pending,Bangalore,Pune,376.87,07/07/2026,,
SHO4903,FEDEX,23/06/2024,Delayed,Delhi,Pune,334.19,28/06/2024,,
SHO4905,BLUEDART,15/10/2024,Delayed,Mumbai,Pune,190.8,21/10/2024,25/10/2024,
SHO4907,DHL,26/12/2025,Accepted,Chennai,Pune,218.71,30/12/2025,04/01/2026,
SHO4909,BLUEDART,20/02/2025,Accepted,Chennai,Mumbai,344.05,26/02/2025,,
SHO4911,DHL,08/01/2024,Delayed,Hyderabad,Delhi,95.71,07/08/2024,,
SHO4912,BLUEDART,04/02/2025,Accepted,Bangalore,Chennai,396.61,05/04/2025,,
SHO4914,DHL,15/01/2026,Accepted,Chennai,Delhi,432.9,22/01/2026,26/01/2026,
SHO4920,BLUEDART,20/07/2025,Delivered,Chennai,Mumbai,241.87,25/07/2025,23/07/2025,0
SHO4921,DHL,21/01/2026,In Transit,Chennai,Bangalore,207.38,24/01/2026,,
SHO4927,DHL,06/04/2026,Delivered,Pune,Bangalore,5.78,13/04/2026,13/04/2026,0
SHO4929,BLUEDART,26/04/2025,In Transit,Mumbai,Pune,421.94,02/05/2025,,
SHO4931,FEDEX,06/02/2024,Pending,Bangalore,Mumbai,149.33,09/02/2024,,
SHO4933,FEDEX,06/07/2024,Delayed,Mumbai,Delhi,131.1,07/12/2024,15/07/2024,
SHO4934,FEDEX,29/01/2025,Delayed,Bangalore,Chennai,272.76,05/02/2025,13/02/2025,
SHO4937,DHL,30/12/2025,Accepted,Hyderabad,Delhi,162.13,05/01/2026,,
SHO4942,DHL,16/02/2026,Delivered,Bangalore,Chennai,393.05,18/02/2026,17/02/2026,0
SHO4945,BLUEDART,05/05/2025,Delayed,Chennai,Bangalore,441.83,09/05/2025,14/05/2025,
SHO4946,FEDEX,04/12/2024,Pending,Mumbai,Chennai,473.8,06/12/2024,,
SHO4949,FEDEX,12/09/2025,Delayed,Hyderabad,Chennai,131.38,15/09/2025,18/09/2025,
SHO4951,FEDEX,17/08/2024,Delayed,Chennai,Bangalore,207.07,21/08/2024,,
SHO4957,BLUEDART,01/05/2026,In Transit,Pune,Chennai,471.51,05/05/2026,,
SHO4959,FEDEX,27/02/2024,In Transit,Chennai,Mumbai,477.6,01/03/2024,,
SHO4962,BLUEDART,01/01/2026,Pending,Chennai,Delhi,486.55,01/03/2026,,
SHO4963,DHL,05/04/2024,Delivered,Pune,Bangalore,79.79,10/05/2024,14/05/2024,4
SHO4969,BLUEDART,01/03/2025,In Transit,Hyderabad,Delhi,382.54,03/03/2025,,
SHO4973,DHL,26/08/2025,In Transit,Hyderabad,Bangalore,62.32,29/08/2025,,
SHO4977,FEDEX,09/04/2024,Pending,Pune,Chennai,98.21,14/04/2024,,
SHO4980,FEDEX,26/07/2025,Pending,Hyderabad,Mumbai,278.97,28/07/2025,,
SHO4983,BLUEDART,13/12/2025,Accepted,Chennai,Hyderabad,96.28,16/12/2025,,
SHO4986,BLUEDART,10/06/2024,Delayed,Hyderabad,Chennai,391.48,16/06/2024,19/06/2024,
SHO4988,BLUEDART,18/12/2025,Delivered,Chennai,Bangalore,151.15,23/12/2025,24/12/2025,1
SHO4989,BLUEDART,13/09/2024,Delayed,Delhi,Bangalore,185.08,17/09/2024,21/09/2024,
SHO4990,BLUEDART,25/12/2025,Pending,Chennai,Mumbai,117.03,31/12/2025,,
SHO4991,DHL,10/02/2024,Pending,Bangalore,Mumbai,476.88,17/02/2024,,
SHO4992,BLUEDART,28/02/2025,Delivered,Delhi,Hyderabad,238.34,03/06/2025,03/04/2025,0
SHO4993,DHL,15/05/2025,In Transit,Chennai,Mumbai,182.06,17/05/2025,,
SHO4995,FEDEX,13/01/2024,Accepted,Delhi,Chennai,248.7,18/01/2024,,
SHO5004,BLUEDART,11/07/2025,In Transit,Bangalore,Chennai,60.97,14/07/2025,,
SHO5009,DHL,10/05/2026,Delayed,Pune,Delhi,35.54,15/05/2026,22/05/2026,
SHO5011,BLUEDART,31/07/2025,Delayed,Delhi,Pune,64.54,03/08/2025,06/08/2025,
SHO5022,FEDEX,20/03/2026,In Transit,Chennai,Mumbai,297.95,23/03/2026,,
SHO5024,DHL,20/11/2024,Delivered,Pune,Bangalore,319.8,27/11/2024,02/12/2024,5
SHO5025,DHL,25/08/2025,Delayed,Pune,Delhi,348.47,28/08/2025,29/08/2025,
SHO5033,FEDEX,02/08/2024,Delivered,Mumbai,Delhi,19.18,08/09/2024,12/08/2024,0
SHO5036,BLUEDART,25/11/2025,Delayed,Mumbai,Pune,497.36,02/12/2025,,
SHO5037,DHL,18/02/2026,Pending,Pune,Chennai,447.69,25/02/2026,,
SHO5040,BLUEDART,09/09/2025,Delayed,Chennai,Mumbai,257.16,09/11/2025,20/09/2025,
SHO5041,BLUEDART,30/05/2026,Delayed,Hyderabad,Chennai,435.68,03/06/2026,,
SHO5042,FEDEX,17/05/2025,Pending,Chennai,Hyderabad,298.13,20/05/2025,,
SHO5044,DHL,23/12/2024,Accepted,Pune,Bangalore,77.5,27/12/2024,,
SHO5054,BLUEDART,20/11/2025,In Transit,Mumbai,Chennai,178.95,25/11/2025,,
SHO5056,DHL,15/03/2025,In Transit,Delhi,Mumbai,482.89,18/03/2025,,
SHO5057,BLUEDART,07/05/2025,Pending,Delhi,Chennai,453.18,05/10/2025,,
SHO5058,BLUEDART,25/07/2024,Accepted,Hyderabad,Chennai,312.12,27/07/2024,,
SHO5059,FEDEX,17/04/2026,Delayed,Pune,Mumbai,22.45,19/04/2026,21/04/2026,
SHO5061,DHL,31/12/2024,Accepted,Pune,Hyderabad,1.89,03/01/2025,,
SHO5062,BLUEDART,17/02/2026,In Transit,Chennai,Mumbai,88.0,20/02/2026,,
SHO5066,DHL,20/01/2024,Pending,Hyderabad,Bangalore,186.13,23/01/2024,,
SHO5068,DHL,21/02/2025,In Transit,Chennai,Bangalore,376.09,28/02/2025,,
SHO5070,FEDEX,28/06/2026,In Transit,Bangalore,Chennai,33.91,04/07/2026,,
SHO5074,BLUEDART,22/02/2024,In Transit,Pune,Hyderabad,458.02,29/02/2024,,
SHO5077,BLUEDART,20/06/2024,Accepted,Mumbai,Bangalore,153.96,22/06/2024,,
SHO5082,BLUEDART,19/04/2026,In Transit,Mumbai,Chennai,262.74,24/04/2026,,
SHO5084,BLUEDART,19/10/2024,Delayed,Hyderabad,Pune,185.79,22/10/2024,26/10/2024,
SHO5090,DHL,09/02/2025,Delayed,Mumbai,Delhi,3.95,16/02/2025,24/02/2025,
SHO5096,DHL,02/02/2026,Pending,Chennai,Bangalore,18.37,06/02/2026,,
SHO5098,FEDEX,08/04/2024,Pending,Chennai,Bangalore,417.44,15/04/2024,,
SHO5099,FEDEX,22/01/2025,In Transit,Bangalore,Delhi,449.14,24/01/2025,,
SHO5102,BLUEDART,11/02/2026,Accepted,Hyderabad,Bangalore,411.88,17/02/2026,,
SHO5107,DHL,25/05/2026,Delayed,Delhi,Mumbai,318.69,01/06/2026,10/06/2026,
SHO5108,FEDEX,03/01/2025,In Transit,Chennai,Pune,404.37,01/05/2025,,
SHO5109,FEDEX,18/10/2025,Accepted,Bangalore,Pune,166.4,20/10/2025,,
SHO5110,DHL,08/05/2025,Delivered,Chennai,Hyderabad,488.6,14/05/2025,16/05/2025,2
SHO5112,DHL,26/12/2024,Pending,Hyderabad,Chennai,255.59,29/12/2024,,
SHO5113,DHL,15/09/2024,In Transit,Mumbai,Bangalore,352.32,19/09/2024,,
SHO5115,FEDEX,06/03/2024,Delayed,Bangalore,Mumbai,45.9,08/06/2024,06/09/2024,
SHO5116,FEDEX,29/12/2024,In Transit,Hyderabad,Mumbai,306.81,01/03/2025,,
SHO5117,DHL,01/04/2026,Accepted,Bangalore,Hyderabad,150.54,01/07/2026,,
SHO5120,FEDEX,14/08/2024,Accepted,Hyderabad,Bangalore,21.09,19/08/2024,,
SHO5121,FEDEX,14/04/2026,Delivered,Delhi,Mumbai,48.29,21/04/2026,25/04/2026,4
SHO5122,FEDEX,19/06/2024,Pending,Bangalore,Hyderabad,331.45,25/06/2024,,
SHO5124,DHL,19/02/2024,Delivered,Mumbai,Delhi,255.63,24/02/2024,24/02/2024,0
SHO5126,DHL,04/06/2024,Delayed,Mumbai,Bangalore,81.76,07/06/2024,16/06/2024,
SHO5130,BLUEDART,20/01/2025,Accepted,Delhi,Mumbai,234.94,27/01/2025,,
SHO5131,DHL,26/05/2024,Accepted,Chennai,Hyderabad,403.79,28/05/2024,,
SHO5134,BLUEDART,18/11/2024,Delivered,Delhi,Chennai,222.19,21/11/2024,22/11/2024,1
SHO5142,DHL,13/02/2025,In Transit,Mumbai,Pune,164.79,15/02/2025,,
SHO5143,BLUEDART,10/10/2025,Accepted,Mumbai,Hyderabad,248.33,13/10/2025,,
SHO5149,FEDEX,09/12/2025,Delivered,Pune,Chennai,255.21,13/12/2025,13/12/2025,0
SHO5154,BLUEDART,15/08/2025,Delayed,Bangalore,Chennai,7.79,22/08/2025,,
SHO5156,BLUEDART,02/08/2024,Pending,Mumbai,Delhi,393.83,07/08/2024,,
SHO5157,FEDEX,30/08/2024,Pending,Hyderabad,Bangalore,473.45,06/09/2024,,
SHO5158,DHL,15/03/2025,Accepted,Pune,Mumbai,403.61,17/03/2025,,
SHO5159,FEDEX,12/06/2024,Delivered,Pune,Delhi,403.02,16/06/2024,15/06/2024,0
SHO5162,FEDEX,10/05/2025,Accepted,Chennai,Delhi,277.26,15/05/2025,,
SHO5163,FEDEX,11/04/2025,Delayed,Pune,Bangalore,161.46,13/04/2025,22/04/2025,
SHO5169,FEDEX,16/10/2025,Delayed,Mumbai,Hyderabad,28.92,21/10/2025,22/10/2025,
SHO5170,DHL,09/09/2025,Accepted,Bangalore,Chennai,206.55,09/12/2025,,
SHO5179,BLUEDART,21/07/2024,Delivered,Pune,Delhi,490.34,23/07/2024,24/07/2024,1
SHO5183,DHL,08/03/2026,Delayed,Pune,Hyderabad,249.76,14/03/2026,19/03/2026,
SHO5186,DHL,28/09/2025,In Transit,Delhi,Hyderabad,137.72,01/10/2025,,
SHO5190,FEDEX,31/03/2024,In Transit,Chennai,Bangalore,470.22,02/04/2024,,
SHO5192,DHL,15/04/2024,Pending,Bangalore,Mumbai,457.87,19/04/2024,,
SHO5194,FEDEX,29/06/2026,Accepted,Delhi,Bangalore,325.99,06/07/2026,,
SHO5196,BLUEDART,18/05/2024,Delivered,Delhi,Pune,384.42,23/05/2024,21/05/2024,0
SHO5197,FEDEX,19/03/2025,Delivered,Bangalore,Delhi,26.51,24/03/2025,27/03/2025,3
SHO5202,DHL,07/02/2025,Accepted,Pune,Bangalore,481.92,06/07/2025,,
SHO5203,DHL,03/01/2026,Delayed,Hyderabad,Mumbai,479.07,01/09/2026,16/01/2026,
SHO5204,BLUEDART,12/05/2025,Delayed,Delhi,Hyderabad,243.87,10/12/2025,18/12/2025,
SHO5205,FEDEX,12/02/2025,Pending,Chennai,Delhi,150.42,12/07/2025,,
SHO5209,BLUEDART,04/07/2024,Delivered,Chennai,Mumbai,409.77,06/07/2024,07/07/2024,1
SHO5210,BLUEDART,22/06/2024,Delayed,Pune,Mumbai,390.71,28/06/2024,01/07/2024,
SHO5211,FEDEX,23/06/2025,Delivered,Pune,Hyderabad,141.71,30/06/2025,30/06/2025,0
SHO5213,FEDEX,08/10/2024,Pending,Bangalore,Pune,402.73,13/10/2024,,
SHO5216,DHL,22/10/2024,Delayed,Chennai,Bangalore,10.73,24/10/2024,03/11/2024,
SHO5218,BLUEDART,24/10/2025,Delayed,Mumbai,Delhi,84.95,28/10/2025,04/11/2025,
SHO5220,DHL,27/08/2024,In Transit,Bangalore,Mumbai,366.76,30/08/2024,,
SHO5221,BLUEDART,13/11/2024,Accepted,Delhi,Mumbai,432.59,19/11/2024,,
SHO5222,DHL,18/01/2026,In Transit,Hyderabad,Pune,50.91,23/01/2026,,
SHO5229,BLUEDART,28/02/2024,Pending,Hyderabad,Pune,25.41,01/03/2024,,
SHO5230,DHL,10/05/2026,Pending,Chennai,Bangalore,82.08,16/05/2026,,
SHO5233,BLUEDART,23/05/2026,Delivered,Pune,Bangalore,406.22,28/05/2026,28/05/2026,0
SHO5235,BLUEDART,04/06/2025,Pending,Delhi,Chennai,233.68,06/09/2025,,
SHO5236,BLUEDART,06/02/2026,Delayed,Pune,Chennai,249.03,13/02/2026,21/02/2026,
SHO5238,FEDEX,27/10/2024,Delivered,Bangalore,Chennai,26.69,31/10/2024,04/11/2024,4
SHO5239,FEDEX,03/03/2026,Pending,Pune,Hyderabad,351.79,06/03/2026,,
SHO5245,DHL,20/06/2026,In Transit,Pune,Delhi,276.39,26/06/2026,,
SHO5248,BLUEDART,24/07/2025,Accepted,Mumbai,Bangalore,375.07,30/07/2025,,
SHO5249,FEDEX,16/10/2024,Delivered,Hyderabad,Chennai,234.55,18/10/2024,17/10/2024,0
SHO5255,FEDEX,12/01/2024,Accepted,Bangalore,Pune,495.73,15/01/2024,,
SHO5258,BLUEDART,18/01/2026,Delayed,Hyderabad,Pune,12.58,22/01/2026,01/02/2026,
SHO5262,FEDEX,20/09/2025,In Transit,Hyderabad,Chennai,210.27,27/09/2025,,
SHO5263,BLUEDART,18/03/2026,Delayed,Bangalore,Hyderabad,6.09,23/03/2026,01/04/2026,
SHO5264,DHL,24/04/2025,Pending,Delhi,Bangalore,103.74,29/04/2025,,
SHO5267,FEDEX,19/05/2024,Pending,Delhi,Mumbai,440.12,22/05/2024,,
SHO5268,FEDEX,17/01/2026,Delayed,Pune,Bangalore,65.51,21/01/2026,31/01/2026,
SHO5272,FEDEX,24/06/2025,Pending,Delhi,Chennai,254.9,28/06/2025,,
SHO5275,BLUEDART,09/02/2026,Delayed,Pune,Mumbai,202.74,12/02/2026,,
SHO5278,FEDEX,31/08/2024,Pending,Bangalore,Hyderabad,411.42,04/09/2024,,
SHO5279,DHL,20/06/2025,Accepted,Pune,Delhi,390.4,24/06/2025,,
SHO5283,BLUEDART,14/11/2024,Delayed,Delhi,Mumbai,120.41,19/11/2024,25/11/2024,
SHO5285,FEDEX,20/11/2024,Pending,Bangalore,Delhi,458.48,24/11/2024,,
SHO5286,BLUEDART,20/04/2024,Delayed,Pune,Delhi,73.52,27/04/2024,03/05/2024,
SHO5287,BLUEDART,27/02/2024,In Transit,Hyderabad,Bangalore,226.32,01/03/2024,,
SHO5288,DHL,03/02/2024,Delivered,Hyderabad,Chennai,476.12,05/02/2024,08/02/2024,3
SHO5291,DHL,24/05/2026,Delayed,Chennai,Mumbai,343.0,30/05/2026,01/06/2026,
SHO5295,DHL,23/10/2024,Delivered,Delhi,Pune,439.21,29/10/2024,03/11/2024,5
SHO5297,DHL,24/04/2024,Pending,Mumbai,Chennai,149.43,29/04/2024,,
SHO5298,FEDEX,13/06/2026,Pending,Chennai,Delhi,488.18,20/06/2026,,
SHO5299,FEDEX,03/02/2026,Pending,Bangalore,Chennai,216.46,07/02/2026,,
SHO5300,DHL,07/03/2025,Pending,Mumbai,Chennai,465.61,10/03/2025,,
SHO5301,DHL,06/03/2024,In Transit,Pune,Hyderabad,472.3,06/05/2024,,
SHO5302,BLUEDART,03/02/2026,Delivered,Delhi,Chennai,262.11,08/02/2026,07/02/2026,0
SHO5307,BLUEDART,20/09/2025,Delivered,Delhi,Hyderabad,307.28,25/09/2025,27/09/2025,2
SHO5309,BLUEDART,20/11/2024,In Transit,Chennai,Pune,107.53,22/11/2024,,
SHO5310,DHL,24/10/2024,Delayed,Bangalore,Pune,75.88,27/10/2024,11/02/2024,
SHO5313,FEDEX,24/05/2025,Pending,Pune,Bangalore,234.27,29/05/2025,,
SHO5320,FEDEX,06/03/2025,Accepted,Mumbai,Pune,63.52,10/06/2025,08/06/2025,
SHO5321,BLUEDART,12/06/2025,In Transit,Mumbai,Chennai,359.84,16/06/2025,,
SHO5323,BLUEDART,12/11/2025,In Transit,Bangalore,Mumbai,318.98,18/11/2025,,
SHO5324,BLUEDART,12/07/2025,Delivered,Pune,Delhi,59.52,15/07/2025,20/07/2025,5
SHO5327,FEDEX,11/11/2024,In Transit,Hyderabad,Delhi,287.67,18/11/2024,,
SHO5333,DHL,15/01/2025,Delivered,Delhi,Pune,442.66,17/01/2025,18/01/2025,1
SHO5334,DHL,18/04/2026,Delayed,Hyderabad,Delhi,157.18,20/04/2026,27/04/2026,
SHO5336,DHL,11/04/2024,Delivered,Bangalore,Hyderabad,457.82,11/09/2024,11/11/2024,61
SHO5339,BLUEDART,23/08/2025,Delivered,Bangalore,Chennai,110.99,28/08/2025,28/08/2025,0
SHO5343,DHL,23/07/2025,Delayed,Pune,Bangalore,173.31,25/07/2025,30/07/2025,
SHO5347,BLUEDART,02/03/2026,Accepted,Mumbai,Hyderabad,168.93,03/09/2026,,
SHO5350,FEDEX,12/02/2026,In Transit,Bangalore,Delhi,11.08,14/02/2026,,
SHO5351,DHL,24/01/2026,Accepted,Pune,Hyderabad,133.5,26/01/2026,,
SHO5353,BLUEDART,03/02/2026,Pending,Pune,Mumbai,77.04,07/03/2026,,
SHO5356,DHL,19/03/2025,Pending,Pune,Mumbai,495.22,25/03/2025,,
SHO5358,BLUEDART,27/05/2025,Accepted,Hyderabad,Mumbai,463.45,02/06/2025,,
SHO5365,BLUEDART,27/05/2024,Pending,Bangalore,Mumbai,216.39,01/06/2024,,
SHO5368,BLUEDART,08/06/2026,Delivered,Pune,Mumbai,179.11,13/06/2026,16/06/2026,3
SHO5371,BLUEDART,17/01/2024,Delayed,Delhi,Chennai,288.83,24/01/2024,29/01/2024,
SHO5376,DHL,13/07/2024,Pending,Mumbai,Bangalore,422.4,15/07/2024,,
SHO5381,DHL,28/12/2025,In Transit,Pune,Delhi,138.77,04/01/2026,,
SHO5390,DHL,24/11/2024,Delivered,Hyderabad,Delhi,357.41,30/11/2024,05/12/2024,5
SHO5391,DHL,25/03/2026,Delayed,Chennai,Hyderabad,246.37,30/03/2026,04/05/2026,
SHO5393,DHL,19/01/2025,In Transit,Bangalore,Delhi,405.23,21/01/2025,,
SHO5395,DHL,22/10/2025,Accepted,Hyderabad,Delhi,314.03,29/10/2025,,
SHO5396,FEDEX,18/01/2026,Pending,Hyderabad,Delhi,279.12,21/01/2026,,
SHO5398,FEDEX,22/04/2024,Delayed,Bangalore,Delhi,198.54,24/04/2024,,
SHO5399,BLUEDART,16/03/2026,Delivered,Mumbai,Pune,299.7,23/03/2026,26/03/2026,3
SHO5405,DHL,18/02/2024,Delayed,Chennai,Hyderabad,255.84,23/02/2024,03/01/2024,
SHO5407,DHL,19/06/2024,Accepted,Chennai,Mumbai,433.16,26/06/2024,,
SHO5408,BLUEDART,11/10/2025,Accepted,Hyderabad,Chennai,197.36,13/10/2025,17/10/2025,
SHO5412,FEDEX,26/05/2026,Pending,Mumbai,Bangalore,307.51,29/05/2026,,
SHO5413,BLUEDART,16/09/2024,Delayed,Delhi,Chennai,281.7,20/09/2024,,
SHO5414,BLUEDART,22/06/2025,In Transit,Pune,Chennai,203.02,29/06/2025,,
SHO5419,DHL,29/09/2024,In Transit,Mumbai,Chennai,316.52,05/10/2024,,
SHO5421,DHL,17/11/2024,In Transit,Hyderabad,Pune,390.02,21/11/2024,,
SHO5426,DHL,30/03/2026,Accepted,Mumbai,Hyderabad,27.46,03/04/2026,04/02/2026,
SHO5431,DHL,24/11/2024,Accepted,Pune,Mumbai,214.74,27/11/2024,,
SHO5432,BLUEDART,19/05/2024,In Transit,Chennai,Hyderabad,190.4,22/05/2024,,
SHO5433,FEDEX,23/08/2025,Pending,Mumbai,Hyderabad,243.46,26/08/2025,,
SHO5435,FEDEX,29/02/2024,Delayed,Chennai,Bangalore,417.88,05/03/2024,13/03/2024,
SHO5437,FEDEX,31/01/2026,Delivered,Hyderabad,Mumbai,393.01,02/03/2026,08/02/2026,0
SHO5438,DHL,03/01/2024,Delivered,Chennai,Pune,435.58,03/03/2024,08/03/2024,5
SHO5439,DHL,27/06/2024,Pending,Bangalore,Chennai,261.67,04/07/2024,,
SHO5440,DHL,24/09/2024,Pending,Chennai,Hyderabad,480.39,30/09/2024,,
SHO5445,FEDEX,13/04/2025,Delayed,Pune,Hyderabad,66.52,20/04/2025,21/04/2025,
SHO5446,BLUEDART,07/05/2024,Pending,Pune,Hyderabad,142.82,05/09/2024,,
SHO5447,BLUEDART,14/02/2025,Pending,Bangalore,Delhi,424.69,16/02/2025,,
SHO5448,DHL,23/04/2024,Delivered,Chennai,Hyderabad,195.95,30/04/2024,30/04/2024,0
SHO5456,FEDEX,14/03/2024,In Transit,Chennai,Delhi,86.89,21/03/2024,,
SHO5457,DHL,11/05/2025,Delayed,Pune,Bangalore,336.72,13/05/2025,,
SHO5458,BLUEDART,21/01/2025,Delivered,Chennai,Hyderabad,6.31,24/01/2025,28/01/2025,4
SHO5462,DHL,01/04/2026,In Transit,Mumbai,Chennai,268.67,08/04/2026,,
SHO5470,FEDEX,07/02/2025,In Transit,Mumbai,Delhi,483.75,13/02/2025,,
