shipment_id,carrier,ship_date,status,origin,destination,freight_cost,Expected Delivery Date,Delivered Date,delay_days,reason
SHO4245,BLUEDART,27/02/2024,Delivered,Pune,Bangalore,181.05,,,,Expected Delivery Date is missing or invalid; Delivered Date is missing or invalid for Delivered status
SHO4246,FEDEX,16/10/2025,IN TRANS,Bangalore,Pune,-18.33,18/10/2025,,,Invalid status; Invalid freight cost
SHO4247,BLUEDART,02/06/2024,In Transit,Bangalore,Chennai,-69.68,07/06/2024,,,Invalid freight cost
SHO4248,DHL,07/04/2024,Delayed,Mumbai,Pune,,07/07/2024,,,Invalid freight cost
SHO4249,BLUEDART,06/01/2024,In Transit,Mumbai,Hyderabad,-41.58,04/06/2024,,,Invalid freight cost
SHO4252,DHL,,In Transit,Chennai,Delhi,15.02,09/06/2026,,,Invalid ship date
SHO4255,FEDEX,,Delivered,Bangalore,Mumbai,469.43,31/08/2025,30/08/2025,0,Invalid ship date
SHO4256,FEDEX,09/02/2024,Pending,Hyderabad,Pune,261.91,,,,Expected Delivery Date is missing or invalid
SHO4259,FEDEX,04/04/2026,Delayed,Chennai,Delhi,-58.63,,16/04/2026,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO4260,BLUEDART,,In Transit,Pune,Chennai,421.35,06/01/2026,,,Invalid ship date
SHO4261,FEDEX,19/01/2026,Delivered,Hyderabad,Chennai,,24/01/2026,25/01/2026,1,Invalid freight cost
SHO4262,FEDEX,,Delayed,Delhi,Pune,297.66,23/09/2024,25/09/2024,,Invalid ship date
SHO4263,BLUEDART,01/05/2024,Delivered,Bangalore,Hyderabad,491.64,12/01/2024,17/01/2024,5,Expected Delivery Date is before Ship Date; Delivered Date is before Ship Date
,DHL,17/01/2025,In Transit,Chennai,Hyderabad,329.6,,,,Missing shipment ID; Expected Delivery Date is missing or invalid
SHO4265,DHL,,Accepted,Hyderabad,Mumbai,145.0,30/10/2024,,,Invalid ship date
,FEDEX,13/04/2026,Delayed,Delhi,Chennai,93.25,16/04/2026,25/04/2026,,Missing shipment ID
SHO4267,BLUEDART,07/10/2024,Delivered,Bangalore,Pune,149.32,16/07/2024,15/07/2024,0,Expected Delivery Date is before Ship Date; Delivered Date is before Ship Date
SHO4268,FEDEX,25/09/2024,Delayed,Chennai,Bangalore,313.87,,10/10/2024,,Expected Delivery Date is missing or invalid
,BLUEDART,24/08/2025,In Transit,Delhi,Hyderabad,186.4,30/08/2025,,,Missing shipment ID
SHO4270,DHL,13/01/2026,Accepted,Bangalore,Pune,,15/01/2026,23/01/2026,,Invalid freight cost
SHO4271,DHL,11/11/2024,Delivered,Bangalore,Mumbai,-4.17,17/11/2024,17/11/2024,0,Invalid freight cost
SHO4274,BLUEDART,21/02/2025,Delayed,Bangalore,Hyderabad,216.52,,03/07/2025,,Expected Delivery Date is missing or invalid
SHO4275,DHL,13/04/2024,IN TRANS,Pune,Chennai,,16/04/2024,,,Invalid status; Invalid freight cost
SHO4278,FEDEX,,In Transit,Chennai,Pune,477.75,16/12/2024,,,Invalid ship date
SHO4279,FEDEX,,Delivered,Hyderabad,Bangalore,472.14,04/10/2025,15/04/2025,0,Invalid ship date
SHO4280,DHL,,Delivered,Hyderabad,Chennai,294.12,22/01/2026,24/01/2026,2,Invalid ship date
SHO4281,DHL,,In Transit,Bangalore,Chennai,236.91,,,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO4284,BLUEDART,26/04/2024,Accepted,Bangalore,Mumbai,78.85,,,,Expected Delivery Date is missing or invalid
SHO4287,FEDEX,17/03/2026,Delivered,Bangalore,Delhi,-55.92,24/03/2026,28/03/2026,4,Invalid freight cost
SHO4288,DHL,,Accepted,Hyderabad,Bangalore,-12.24,,,,Invalid ship date; Expected Delivery Date is missing or invalid; Invalid freight cost
SHO4289,DHL,,Delayed,Mumbai,Pune,194.25,,31/10/2025,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO4290,BLUEDART,26/06/2025,Accepted,Pune,Delhi,,01/07/2025,,,Invalid freight cost
SHO4291,FEDEX,02/11/2025,Accepted,Hyderabad,Pune,-16.25,16/02/2025,,,Expected Delivery Date is before Ship Date; Invalid freight cost
SHO4293,BLUEDART,06/12/2025,Accepted,Mumbai,Delhi,127.46,12/10/2025,,,Expected Delivery Date is before Ship Date
SHO4294,BLUEDART,31/01/2025,Pending,Bangalore,Pune,-50.83,02/03/2025,,,Invalid freight cost
SHO4296,BLUEDART,19/01/2024,Delayed,Chennai,Bangalore,,24/01/2024,01/02/2024,,Invalid freight cost
SHO4300,BLUEDART,24/10/2025,Pending,Delhi,Mumbai,356.51,,,,Expected Delivery Date is missing or invalid
SHO4301,DHL,,Accepted,Pune,Chennai,436.21,19/04/2024,,,Invalid ship date
SHO4303,DHL,,Pending,Pune,Delhi,242.34,,,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO4304,FEDEX,09/06/2024,Pending,Pune,Hyderabad,-70.81,12/06/2024,,,Invalid freight cost
SHO4307,DHL,29/09/2024,UNKNOWN,Chennai,Hyderabad,146.16,05/10/2024,,,Invalid status
SHO4308,DHL,10/09/2025,In Transit,Hyderabad,Mumbai,282.05,,,,Expected Delivery Date is missing or invalid
SHO4309,DHL,,Accepted,Mumbai,Hyderabad,432.47,25/09/2024,,,Invalid ship date
,DHL,02/12/2025,Pending,Chennai,Mumbai,294.5,07/12/2025,,,Missing shipment ID
SHO4312,BLUEDART,08/06/2024,UNKNOWN,Bangalore,Pune,116.6,06/10/2024,10/06/2024,,Invalid status
SHO4313,DHL,22/10/2024,Delayed,Delhi,Pune,,27/10/2024,11/02/2024,,Invalid freight cost
SHO4316,DHL,,Delivered,Mumbai,Bangalore,321.25,18/11/2024,23/11/2024,5,Invalid ship date
SHO4317,BLUEDART,17/04/2025,Pending,Chennai,Bangalore,273.37,,,,Expected Delivery Date is missing or invalid
SHO4318,BLUEDART,,Pending,Pune,Delhi,121.25,19/05/2026,,,Invalid ship date
SHO4319,BLUEDART,29/09/2024,Pending,Mumbai,Bangalore,-38.4,04/10/2024,,,Invalid freight cost
SHO4321,FEDEX,06/03/2025,Pending,Pune,Hyderabad,,,,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO4323,DHL,20/01/2024,IN TRANS,Hyderabad,Bangalore,128.45,26/01/2024,,,Invalid status
,FEDEX,,UNKNOWN,Pune,Hyderabad,103.29,13/10/2024,,,Missing shipment ID; Invalid ship date; Invalid status
SHO4325,FEDEX,,IN TRANS,Chennai,Hyderabad,42.46,25/10/2025,,,Invalid ship date; Invalid status
SHO4326,FEDEX,23/04/2024,Delayed,Pune,Delhi,158.79,,07/05/2024,,Expected Delivery Date is missing or invalid
SHO4327,FEDEX,,In Transit,Chennai,Bangalore,448.94,17/09/2025,,,Invalid ship date
SHO4328,FEDEX,,In Transit,Delhi,Bangalore,480.41,18/12/2025,,,Invalid ship date
SHO4329,FEDEX,20/07/2024,IN TRANS,Delhi,Bangalore,190.47,24/07/2024,,,Invalid status
SHO4330,FEDEX,19/01/2026,UNKNOWN,Mumbai,Chennai,-42.58,23/01/2026,,,Invalid status; Invalid freight cost
SHO4331,DHL,07/06/2025,Pending,Delhi,Chennai,412.61,,,,Expected Delivery Date is missing or invalid
,FEDEX,20/08/2024,Delayed,Bangalore,Mumbai,182.43,26/08/2024,27/08/2024,,Missing shipment ID
SHO4336,BLUEDART,,Delayed,Pune,Mumbai,29.1,12/03/2025,15/03/2025,,Invalid ship date
SHO4337,BLUEDART,26/05/2025,In Transit,Delhi,Bangalore,483.76,06/01/2025,,,Expected Delivery Date is before Ship Date
SHO4338,FEDEX,20/03/2026,Accepted,Pune,Bangalore,-33.49,25/03/2026,,,Invalid freight cost
,DHL,18/05/2025,In Transit,Mumbai,Hyderabad,-42.22,23/05/2025,,,Missing shipment ID; Invalid freight cost
SHO4343,DHL,,Accepted,Pune,Delhi,469.22,28/09/2025,,,Invalid ship date
SHO4344,DHL,25/12/2024,Accepted,Mumbai,Pune,-79.33,01/01/2025,01/08/2025,,Invalid freight cost
SHO4348,DHL,01/02/2025,Delayed,Mumbai,Bangalore,-7.86,,14/02/2025,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO4349,BLUEDART,01/03/2024,Delivered,Chennai,Bangalore,350.97,,01/09/2024,,Expected Delivery Date is missing or invalid
SHO4353,DHL,09/07/2024,Delayed,Chennai,Mumbai,49.06,,22/07/2024,,Expected Delivery Date is missing or invalid
SHO4354,DHL,,In Transit,Hyderabad,Pune,,11/02/2025,,,Invalid ship date; Invalid freight cost
SHO4355,BLUEDART,26/09/2025,In Transit,Pune,Hyderabad,410.1,,,,Expected Delivery Date is missing or invalid
SHO4356,DHL,07/09/2025,In Transit,Chennai,Pune,-74.31,10/09/2025,,,Invalid freight cost
SHO4358,BLUEDART,25/02/2024,Delayed,Delhi,Pune,464.77,03/02/2024,,,Expected Delivery Date is before Ship Date
SHO4359,FEDEX,,Delayed,Pune,Chennai,414.2,24/03/2025,27/03/2025,,Invalid ship date
SHO4360,DHL,,Pending,Chennai,Hyderabad,17.45,02/09/2026,,,Invalid ship date
,FEDEX,09/03/2026,In Transit,Mumbai,Pune,-35.3,03/12/2026,,,Missing shipment ID; Invalid freight cost
SHO4364,BLUEDART,,Delayed,Chennai,Hyderabad,325.84,14/09/2025,,,Invalid ship date
SHO4365,BLUEDART,28/03/2024,Delivered,Mumbai,Hyderabad,493.37,,31/03/2024,,Expected Delivery Date is missing or invalid
SHO4366,DHL,18/01/2026,Accepted,Hyderabad,Delhi,-34.03,21/01/2026,,,Invalid freight cost
,DHL,17/04/2025,UNKNOWN,Chennai,Mumbai,42.02,24/04/2025,25/04/2025,,Missing shipment ID; Invalid status
SHO4372,BLUEDART,,IN TRANS,Pune,Bangalore,83.09,05/01/2025,,,Invalid ship date; Invalid status
SHO4374,FEDEX,,IN TRANS,Chennai,Bangalore,311.05,24/03/2025,,,Invalid ship date; Invalid status
SHO4375,FEDEX,06/07/2025,Delivered,Delhi,Hyderabad,492.8,06/09/2025,14/06/2025,0,Delivered Date is before Ship Date
SHO4377,BLUEDART,02/01/2025,IN TRANS,Delhi,Pune,277.21,08/02/2025,,,Invalid status
SHO4378,BLUEDART,02/06/2026,Delayed,Hyderabad,Delhi,140.63,11/02/2026,13/02/2026,,Expected Delivery Date is before Ship Date
SHO4379,FEDEX,28/05/2026,In Transit,Hyderabad,Mumbai,409.11,06/02/2026,,,Expected Delivery Date is before Ship Date
SHO4380,DHL,26/01/2024,Delivered,Bangalore,Chennai,226.85,30/01/2024,,,Delivered Date is missing or invalid for Delivered status
SHO4381,BLUEDART,29/08/2024,In Transit,Delhi,Pune,51.33,,,,Expected Delivery Date is missing or invalid
SHO4382,FEDEX,04/03/2025,Pending,Delhi,Pune,207.84,,,,Expected Delivery Date is missing or invalid
SHO4383,BLUEDART,29/05/2025,Pending,Mumbai,Pune,238.29,06/02/2025,,,Expected Delivery Date is before Ship Date
SHO4384,FEDEX,19/03/2026,Pending,Bangalore,Hyderabad,418.14,,,,Expected Delivery Date is missing or invalid
SHO4385,FEDEX,13/05/2026,IN TRANS,Bangalore,Delhi,-79.74,18/05/2026,,,Invalid status; Invalid freight cost
,DHL,31/01/2024,Delayed,Bangalore,Chennai,-23.14,07/02/2024,16/02/2024,,Missing shipment ID; Invalid freight cost
SHO4387,DHL,10/04/2025,Delivered,Delhi,Chennai,118.04,10/07/2025,,,Delivered Date is missing or invalid for Delivered status
SHO4388,DHL,24/11/2025,IN TRANS,Bangalore,Mumbai,486.11,12/01/2025,,,Invalid status; Expected Delivery Date is before Ship Date
SHO4390,FEDEX,17/06/2024,UNKNOWN,Hyderabad,Delhi,101.4,22/06/2024,,,Invalid status
,FEDEX,24/05/2025,Delivered,Hyderabad,Pune,252.76,27/05/2025,26/05/2025,0,Missing shipment ID
SHO4393,DHL,,IN TRANS,Hyderabad,Pune,186.05,09/03/2025,,,Invalid ship date; Invalid status
SHO4394,FEDEX,08/06/2024,Accepted,Delhi,Bangalore,,13/06/2024,,,Invalid freight cost
SHO4396,DHL,13/01/2024,Delivered,Chennai,Delhi,-77.74,15/01/2024,15/01/2024,0,Invalid freight cost
SHO4398,FEDEX,24/03/2024,IN TRANS,Bangalore,Delhi,56.88,27/03/2024,,,Invalid status
SHO4400,DHL,29/09/2025,Accepted,Chennai,Delhi,,01/10/2025,,,Invalid freight cost
SHO4401,BLUEDART,17/11/2025,IN TRANS,Delhi,Mumbai,266.57,,,,Invalid status; Expected Delivery Date is missing or invalid
SHO4402,DHL,25/10/2024,Delayed,Hyderabad,Delhi,-53.67,,11/02/2024,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO4403,BLUEDART,24/01/2024,UNKNOWN,Delhi,Hyderabad,5.72,26/01/2024,03/02/2024,,Invalid status
SHO4407,FEDEX,02/09/2024,Pending,Pune,Mumbai,,06/09/2024,,,Invalid freight cost
,BLUEDART,11/03/2024,Delivered,Pune,Mumbai,9.44,,11/08/2024,,Missing shipment ID; Expected Delivery Date is missing or invalid
SHO4409,FEDEX,25/06/2025,UNKNOWN,Delhi,Pune,-79.42,30/06/2025,,,Invalid status; Invalid freight cost
SHO4412,BLUEDART,09/03/2024,UNKNOWN,Delhi,Pune,36.7,09/09/2024,10/09/2024,,Invalid status
SHO4413,BLUEDART,,Delayed,Pune,Mumbai,148.88,,10/02/2025,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO4414,FEDEX,,Delivered,Mumbai,Pune,107.48,22/01/2025,23/01/2025,1,Invalid ship date
SHO4416,BLUEDART,04/01/2025,Delivered,Pune,Hyderabad,209.69,,04/06/2025,,Expected Delivery Date is missing or invalid
SHO4417,FEDEX,11/01/2024,In Transit,Chennai,Bangalore,397.25,,,,Expected Delivery Date is missing or invalid
SHO4419,FEDEX,11/06/2025,IN TRANS,Bangalore,Hyderabad,63.92,15/06/2025,,,Invalid status
SHO4421,BLUEDART,03/02/2024,Accepted,Chennai,Mumbai,-15.91,05/03/2024,,,Invalid freight cost
SHO4422,BLUEDART,10/06/2026,UNKNOWN,Mumbai,Chennai,94.5,15/06/2026,22/06/2026,,Invalid status
SHO4423,DHL,28/05/2025,Delayed,Pune,Hyderabad,-49.05,31/05/2025,07/06/2025,,Invalid freight cost
SHO4424,FEDEX,,In Transit,Mumbai,Delhi,7.05,27/05/2024,,,Invalid ship date
SHO4426,DHL,13/09/2024,Delayed,Pune,Delhi,-67.13,15/09/2024,18/09/2024,,Invalid freight cost
SHO4427,FEDEX,,IN TRANS,Chennai,Mumbai,-15.52,11/01/2024,,,Invalid ship date; Invalid status; Invalid freight cost
SHO4428,FEDEX,20/03/2024,Delivered,Bangalore,Hyderabad,280.75,22/03/2024,,,Delivered Date is missing or invalid for Delivered status
SHO4429,FEDEX,,Pending,Chennai,Delhi,307.64,,,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO4430,BLUEDART,19/06/2026,Pending,Hyderabad,Chennai,98.95,,,,Expected Delivery Date is missing or invalid
SHO4431,DHL,,Delayed,Chennai,Bangalore,48.64,09/05/2025,12/05/2025,,Invalid ship date
SHO4432,BLUEDART,09/11/2024,IN TRANS,Hyderabad,Mumbai,467.53,,,,Invalid status; Expected Delivery Date is missing or invalid
SHO4433,DHL,,Delivered,Pune,Hyderabad,135.95,16/03/2024,15/03/2024,0,Invalid ship date
SHO4434,BLUEDART,25/02/2025,In Transit,Chennai,Bangalore,-60.81,04/03/2025,,,Invalid freight cost
SHO4435,DHL,07/01/2026,IN TRANS,Hyderabad,Mumbai,253.72,,,,Invalid status; Expected Delivery Date is missing or invalid
SHO4437,BLUEDART,30/04/2026,Delivered,Delhi,Mumbai,136.98,07/05/2026,,,Delivered Date is missing or invalid for Delivered status
SHO4439,FEDEX,31/01/2025,IN TRANS,Hyderabad,Bangalore,9.42,03/02/2025,,,Invalid status
SHO4442,DHL,,Pending,Pune,Chennai,150.77,20/02/2026,,,Invalid ship date
SHO4443,BLUEDART,,Delayed,Chennai,Pune,-18.93,24/08/2024,25/08/2024,,Invalid ship date; Invalid freight cost
SHO4444,FEDEX,,In Transit,Mumbai,Pune,171.47,03/11/2025,,,Invalid ship date
SHO4445,FEDEX,24/01/2024,In Transit,Chennai,Hyderabad,479.89,,,,Expected Delivery Date is missing or invalid
SHO4447,FEDEX,23/07/2024,IN TRANS,Chennai,Mumbai,216.57,25/07/2024,,,Invalid status
SHO4449,DHL,24/08/2025,UNKNOWN,Chennai,Mumbai,119.57,,,,Invalid status; Expected Delivery Date is missing or invalid
SHO4451,DHL,02/05/2025,Accepted,Delhi,Chennai,-50.22,02/07/2025,,,Invalid freight cost
SHO4453,DHL,02/10/2025,Pending,Pune,Chennai,133.79,,,,Expected Delivery Date is missing or invalid
SHO4454,DHL,18/01/2025,Delivered,Mumbai,Delhi,399.09,,21/01/2025,,Expected Delivery Date is missing or invalid
SHO4455,FEDEX,,Delayed,Chennai,Mumbai,258.62,17/05/2025,25/05/2025,,Invalid ship date
SHO4456,BLUEDART,06/02/2024,IN TRANS,Chennai,Pune,357.98,11/02/2024,,,Invalid status
SHO4458,DHL,10/08/2025,In Transit,Hyderabad,Bangalore,,12/08/2025,,,Invalid freight cost
SHO4459,BLUEDART,30/05/2024,Pending,Delhi,Mumbai,-66.11,05/06/2024,,,Invalid freight cost
SHO4460,DHL,,IN TRANS,Pune,Chennai,,23/04/2024,,,Invalid ship date; Invalid status; Invalid freight cost
SHO4461,BLUEDART,14/10/2025,In Transit,Hyderabad,Chennai,317.62,,,,Expected Delivery Date is missing or invalid
SHO4464,FEDEX,02/06/2024,IN TRANS,Mumbai,Pune,120.07,06/04/2024,,,Invalid status; Expected Delivery Date is before Ship Date
SHO4465,BLUEDART,08/12/2025,In Transit,Pune,Hyderabad,-49.39,,,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO4466,BLUEDART,,Pending,Hyderabad,Pune,77.32,23/01/2025,,,Invalid ship date
SHO4467,DHL,07/08/2024,Delayed,Delhi,Mumbai,259.37,,19/08/2024,,Expected Delivery Date is missing or invalid
SHO4468,BLUEDART,26/06/2024,UNKNOWN,Pune,Chennai,80.71,,01/07/2024,,Invalid status; Expected Delivery Date is missing or invalid
SHO4469,FEDEX,,Pending,Hyderabad,Pune,83.36,07/08/2024,,,Invalid ship date
SHO4473,FEDEX,,IN TRANS,Hyderabad,Mumbai,48.81,,,,Invalid ship date; Invalid status; Expected Delivery Date is missing or invalid
SHO4475,FEDEX,03/04/2025,IN TRANS,Mumbai,Delhi,139.64,03/09/2025,,,Invalid status
SHO4477,BLUEDART,08/01/2026,IN TRANS,Hyderabad,Mumbai,320.89,11/01/2026,,,Invalid status
SHO4478,DHL,04/12/2024,Delivered,Delhi,Bangalore,278.53,18/04/2024,19/04/2024,1,Expected Delivery Date is before Ship Date; Delivered Date is before Ship Date
SHO4481,DHL,12/05/2025,Accepted,Bangalore,Hyderabad,-54.72,12/12/2025,,,Invalid freight cost
SHO4483,FEDEX,,Delayed,Hyderabad,Chennai,-11.51,04/11/2026,13/04/2026,,Invalid ship date; Invalid freight cost
SHO4484,FEDEX,30/09/2024,Accepted,Pune,Mumbai,323.34,10/06/2024,,,Expected Delivery Date is before Ship Date
SHO4485,BLUEDART,04/11/2024,Accepted,Pune,Hyderabad,469.98,15/04/2024,,,Expected Delivery Date is before Ship Date
SHO4487,DHL,09/01/2026,Accepted,Hyderabad,Pune,27.1,,,,Expected Delivery Date is missing or invalid
SHO4489,DHL,10/08/2024,UNKNOWN,Delhi,Bangalore,243.57,12/10/2024,,,Invalid status
SHO4492,FEDEX,22/07/2024,Accepted,Pune,Delhi,117.41,,02/08/2024,,Expected Delivery Date is missing or invalid
SHO4494,DHL,02/10/2025,In Transit,Bangalore,Chennai,38.47,16/02/2025,,,Expected Delivery Date is before Ship Date
,FEDEX,30/01/2026,Pending,Mumbai,Delhi,360.55,04/02/2026,,,Missing shipment ID
SHO4497,FEDEX,29/07/2024,In Transit,Chennai,Pune,115.59,08/04/2024,,,Expected Delivery Date is before Ship Date
SHO4499,DHL,07/09/2025,Delivered,Mumbai,Hyderabad,5.62,15/07/2025,14/07/2025,0,Expected Delivery Date is before Ship Date; Delivered Date is before Ship Date
SHO4500,FEDEX,,Delivered,Delhi,Chennai,331.66,05/01/2026,,,Invalid ship date; Delivered Date is missing or invalid for Delivered status
SHO4501,FEDEX,,IN TRANS,Chennai,Bangalore,457.16,19/06/2026,,,Invalid ship date; Invalid status
SHO4502,DHL,05/07/2024,Pending,Mumbai,Chennai,345.23,11/05/2024,,,Expected Delivery Date is before Ship Date
SHO4503,FEDEX,27/04/2025,Delayed,Delhi,Chennai,255.5,,08/05/2025,,Expected Delivery Date is missing or invalid
SHO4504,DHL,15/03/2026,In Transit,Pune,Bangalore,-16.05,22/03/2026,,,Invalid freight cost
SHO4506,DHL,09/11/2024,Delivered,Pune,Chennai,449.53,13/11/2024,,,Delivered Date is missing or invalid for Delivered status
,FEDEX,,Delayed,Mumbai,Pune,31.85,,03/01/2026,,Missing shipment ID; Invalid ship date; Expected Delivery Date is missing or invalid
SHO4508,DHL,05/02/2024,Delivered,Delhi,Bangalore,59.34,,13/05/2024,,Expected Delivery Date is missing or invalid
SHO4511,FEDEX,,Delayed,Delhi,Mumbai,408.08,23/05/2024,,,Invalid ship date
SHO4512,BLUEDART,15/02/2025,Accepted,Bangalore,Chennai,58.22,,,,Expected Delivery Date is missing or invalid
SHO4513,DHL,27/03/2025,Delayed,Pune,Hyderabad,272.88,04/03/2025,04/09/2025,,Expected Delivery Date is before Ship Date
SHO4514,DHL,10/12/2025,Accepted,Delhi,Chennai,405.92,,,,Expected Delivery Date is missing or invalid
,FEDEX,,Delivered,Hyderabad,Bangalore,329.31,16/03/2025,20/03/2025,4,Missing shipment ID; Invalid ship date
SHO4517,FEDEX,09/08/2024,Accepted,Pune,Hyderabad,-27.87,09/12/2024,,,Invalid freight cost
SHO4518,BLUEDART,31/03/2025,IN TRANS,Delhi,Bangalore,116.44,,,,Invalid status; Expected Delivery Date is missing or invalid
SHO4521,FEDEX,,Delivered,Hyderabad,Pune,171.49,,26/03/2024,,Invalid ship date; Expected Delivery Date is missing or invalid
SHO4522,DHL,,Delayed,Chennai,Bangalore,318.65,13/03/2025,15/03/2025,,Invalid ship date
,DHL,,Delayed,Mumbai,Pune,459.15,,22/03/2025,,Missing shipment ID; Invalid ship date; Expected Delivery Date is missing or invalid
SHO4524,BLUEDART,11/06/2025,IN TRANS,Bangalore,Pune,340.58,,,,Invalid status; Expected Delivery Date is missing or invalid
SHO4525,DHL,13/07/2024,Delivered,Pune,Chennai,4.93,17/07/2024,,,Delivered Date is missing or invalid for Delivered status
SHO4527,BLUEDART,23/02/2025,Delivered,Bangalore,Chennai,210.35,,03/03/2025,,Expected Delivery Date is missing or invalid
,BLUEDART,22/01/2026,Delivered,Bangalore,Pune,17.81,25/01/2026,23/01/2026,0,Missing shipment ID
SHO4532,BLUEDART,12/12/2025,Delivered,Chennai,Pune,358.31,17/12/2025,,,Delivered Date is missing or invalid for Delivered status
SHO4533,FEDEX,,In Transit,Hyderabad,Delhi,,25/12/2024,,,Invalid ship date; Invalid freight cost
SHO4534,BLUEDART,,In Transit,Bangalore,Hyderabad,441.07,21/02/2025,,,Invalid ship date
SHO4535,DHL,,Pending,Pune,Hyderabad,234.45,07/05/2025,,,Invalid ship date
SHO4536,DHL,01/12/2025,In Transit,Hyderabad,Bangalore,466.42,,,,Expected Delivery Date is missing or invalid
SHO4537,DHL,01/08/2026,Pending,Bangalore,Pune,36.48,,,,Expected Delivery Date is missing or invalid
SHO4538,FEDEX,04/09/2024,Delayed,Hyderabad,Pune,379.96,,17/04/2024,,Expected Delivery Date is missing or invalid
SHO4539,FEDEX,,IN TRANS,Bangalore,Pune,253.27,04/10/2025,,,Invalid ship date; Invalid status
SHO4540,BLUEDART,24/03/2024,UNKNOWN,Chennai,Bangalore,224.38,,02/04/2024,,Invalid status; Expected Delivery Date is missing or invalid
SHO4542,DHL,28/06/2026,IN TRANS,Hyderabad,Mumbai,260.79,07/03/2026,,,Invalid status; Expected Delivery Date is before Ship Date
SHO4546,DHL,10/11/2024,IN TRANS,Hyderabad,Pune,-6.64,16/10/2024,,,Invalid status; Expected Delivery Date is before Ship Date; Invalid freight cost
SHO4547,BLUEDART,15/11/2024,In Transit,Pune,Mumbai,17.65,,,,Expected Delivery Date is missing or invalid
SHO4550,DHL,13/11/2025,Pending,Bangalore,Chennai,-23.86,18/11/2025,,,Invalid freight cost
SHO4551,FEDEX,02/12/2026,Pending,Hyderabad,Pune,465.47,17/02/2026,,,Expected Delivery Date is before Ship Date
SHO4554,FEDEX,,Pending,Pune,Chennai,162.99,05/07/2024,,,Invalid ship date
SHO4558,DHL,12/03/2025,Delivered,Pune,Chennai,-42.25,07/12/2025,12/06/2025,0,Invalid freight cost
SHO4561,BLUEDART,02/09/2024,Delivered,Bangalore,Chennai,386.88,08/09/2024,,,Delivered Date is missing or invalid for Delivered status
,FEDEX,17/04/2025,In Transit,Chennai,Delhi,191.46,22/04/2025,,,Missing shipment ID
SHO4563,BLUEDART,21/05/2024,Delayed,Delhi,Mumbai,197.68,,04/06/2024,,Expected Delivery Date is missing or invalid
SHO4564,DHL,04/06/2026,IN TRANS,Chennai,Bangalore,344.53,,,,Invalid status; Expected Delivery Date is missing or invalid
SHO4567,BLUEDART,23/05/2024,In Transit,Hyderabad,Chennai,323.98,,,,Expected Delivery Date is missing or invalid
SHO4568,FEDEX,27/01/2026,Delayed,Bangalore,Hyderabad,-35.68,,31/01/2026,,Expected Delivery Date is missing or invalid; Invalid freight cost
SHO4570,DHL,29/05/2026,Delivered,Hyderabad,Pune,397.18,06/04/2026,06/04/2026,0,Expected Delivery Date is before Ship Date; Delivered Date is before Ship Date
SHO4571,FEDEX,03/07/2025,Delayed,Bangalore,Chennai,490.88,,16/03/2025,,Expected Delivery Date is missing or invalid
SHO4572,BLUEDART,02/07/2024,Pending,Mumbai,Bangalore,156.56,12/02/2024,,,Expected Delivery Date is before Ship Date
SHO4573,BLUEDART,,Accepted,Chennai,Mumbai,,10/12/2024,,,Invalid ship date; Invalid freight cost
SHO4574,FEDEX,26/03/2026,Accepted,Delhi,Hyderabad,458.57,04/02/2026,,,Expected Delivery Date is before Ship Date
SHO4576,DHL,20/05/2026,IN TRANS,Delhi,Bangalore,434.78,24/05/2026,,,Invalid status
,BLUEDART,17/01/2025,Pending,Mumbai,Chennai,,23/01/2025,,,Missing shipment ID; Invalid freight cost
SHO4579,DHL,,Delayed,Pune,Mumbai,464.53,11/06/2026,15/06/2026,,Invalid ship date
SHO4580,BLUEDART,01/09/2025,Delivered,Delhi,Pune,94.52,,08/09/2025,,Expected Delivery Date is missing or invalid
SHO4581,DHL,22/05/2025,IN TRANS,Chennai,Pune,107.41,29/05/2025,,,Invalid status
SHO4582,DHL,,Pending,Bangalore,Pune,,06/06/2025,,,Invalid ship date; Invalid freight cost
SHO4583,FEDEX,08/08/2024,In Transit,Mumbai,Delhi,92.52,,,,Expected Delivery Date is missing or invalid
SHO4584,DHL,15/04/2026,Delivered,Hyderabad,Delhi,88.77,,17/04/2026,,Expected Delivery Date is missing or invalid
SHO4585,BLUEDART,02/01/2026,IN TRANS,Delhi,Hyderabad,-68.26,04/02/2026,,,Invalid status; Invalid freight cost
SHO4586,FEDEX,,Delayed,Hyderabad,Delhi,-53.33,,17/08/2024,,Invalid ship date; Expected Delivery Date is missing or invalid; Invalid freight cost
SHO4587,FEDEX,02/06/2026,UNKNOWN,Hyderabad,Pune,-29.13,02/12/2026,16/02/2026,,Invalid status; Invalid freight cost
SHO4588,FEDEX,04/09/2026,Delivered,Chennai,Mumbai,175.1,13/04/2026,04/12/2026,235,Expected Delivery Date is before Ship Date
